order_id,customer_id,restaurant_id,partner_id,order_date,total_amount,payment_method,order_status
O02749,C0749,R0292,P0134,2023-10-17,157.15,Wallet,Returned
O02750,C0616,R0195,P0217,2025-06-30,856.02,Wallet,Cancelled
O02751,C0733,R0050,P0293,2024-02-16,1237.78,,Delivered
O02752,C0963,R0396,P0147,2024-09-26,517.79,Card,Delivered
O02753,C0238,R0032,P0056,2024-12-09,857.88,Wallet,Returned
O02754,C0286,R0176,P0007,2023-09-10,884.37,Card,Delivered
O02755,C0963,R0422,P0095,2023-11-29,1087.28,Card,Cancelled
O02756,C0358,R0407,P0032,2023-12-18,1142.16,UPI,Delivered
O02757,C0494,R0110,P0137,2025-04-10,269.46,Cash on Delivery,Delivered
O02758,C0216,R0132,P0121,2025-01-26,1214.0,Cash on Delivery,Returned
O02759,C0848,R0299,P0072,2023-12-30,1344.07,Card,Returned
O02760,C0528,R0206,P0254,2025-04-13,1049.44,Wallet,Returned
O02761,C0853,R0444,P0283,2025-04-19,1184.19,Wallet,Delivered
O02762,C0213,R0291,P0025,2025-01-12,391.66,Card,Cancelled
O02763,C0547,R0416,P0118,2024-10-19,1026.99,Card,Delivered
O02764,C0904,R0333,P0062,2023-10-02,1249.36,Card,Returned
O02765,C0779,R0150,P0116,2024-05-30,262.93,Card,Returned
O02766,C0399,R0241,P0119,2024-07-01,355.83,Wallet,Returned
O02767,C0524,R0248,P0147,2024-07-28,551.33,Cash on Delivery,Cancelled
O02768,C0912,R0034,P0187,2024-11-26,263.83,UPI,Returned
O02769,C0374,R0444,P0242,2024-08-30,1277.85,Wallet,Returned
O02770,C0549,R0432,P0045,2025-02-04,481.1,Wallet,Cancelled
O02771,C0717,R0274,P0252,2024-04-22,1252.54,UPI,Delivered
O02772,C0820,R0099,P0173,2024-08-03,1170.78,Card,Returned
O02773,C0310,R0114,P0110,2025-07-24,1428.52,Card,Cancelled
O02774,C0126,R0484,P0175,2025-05-11,1195.77,Card,Cancelled
O02775,C0245,R0434,P0297,2024-03-12,1101.9,Card,Returned
O02776,C0396,R0109,P0282,2025-04-01,490.31,Wallet,Delivered
O02777,C0043,R0102,P0259,2024-06-30,1416.1,Card,Returned
O02778,C0102,R0110,P0013,2024-01-19,1088.11,Cash on Delivery,Delivered
O02779,C0541,R0477,P0285,2024-04-19,1011.37,Card,Returned
O02780,C0590,R0148,P0221,2024-07-09,1132.71,UPI,Delivered
O02781,C0409,R0135,P0087,2025-02-21,1279.69,Card,Returned
O02782,C0686,R0071,P0027,2025-01-16,1147.18,UPI,Cancelled
O02783,C0592,R0274,P0292,2025-07-09,1309.07,UPI,Delivered
O02784,C0315,R0452,P0050,2025-04-14,852.61,Cash on Delivery,Delivered
O02785,C0316,R0018,P0039,2024-03-26,1312.52,Card,Returned
O02786,C0686,R0176,P0158,2025-01-14,1134.81,UPI,Returned
O02787,C0514,R0312,P0191,2024-02-02,1023.81,Card,Delivered
O02788,C0187,R0370,P0157,2024-04-22,662.97,UPI,Returned
O02789,C0976,R0118,P0241,2024-10-24,970.03,UPI,Cancelled
O02790,C0075,R0428,P0135,2024-04-27,1450.65,Cash on Delivery,Delivered
O02791,C0875,R0270,P0105,2024-07-10,906.59,Wallet,Cancelled
O02792,C0835,R0051,P0007,2025-07-11,705.74,UPI,Delivered
O02793,C0695,R0245,P0166,2025-07-06,412.25,UPI,Delivered
O02794,C0608,R0273,P0264,2024-09-11,603.37,Wallet,Cancelled
O02795,C0599,R0207,P0132,2025-06-19,823.04,UPI,Returned
O02796,C0481,R0182,P0031,2024-08-04,730.09,UPI,Delivered
O02797,C0589,R0476,P0066,2025-05-28,993.79,Card,Returned
O02798,C0111,R0381,P0050,2024-08-27,646.75,Cash on Delivery,Delivered
O02799,C0678,R0489,P0177,2023-10-11,829.03,Wallet,Returned
O02800,C0033,R0130,P0222,2024-11-26,636.24,Wallet,Returned
O02801,C0609,R0285,P0080,2024-04-09,468.47,UPI,Returned
O02802,C0636,R0397,P0044,2025-08-01,651.52,Card,Returned
O02803,C0337,R0021,P0144,2024-11-14,458.36,Cash on Delivery,Cancelled
O02804,C0783,R0076,P0236,2024-06-29,1055.93,Card,Delivered
O02805,C0243,R0461,P0232,2024-11-03,732.07,Cash on Delivery,Returned
O02806,C0718,R0247,P0017,2024-06-09,622.02,Card,Returned
O02807,C0928,R0079,P0049,2025-01-17,962.17,Card,Cancelled
O02808,C0729,R0220,P0296,2025-01-10,1090.29,Card,Delivered
O02809,C0126,R0212,P0201,2023-08-20,1027.87,Wallet,Cancelled
O02810,C0938,R0135,P0089,2024-02-15,1440.07,UPI,Cancelled
O02811,C0915,R0401,P0064,2025-03-05,1389.58,Wallet,Returned
O02812,C0915,R0446,P0082,2024-12-29,1443.32,Card,Cancelled
O02813,C0051,R0052,P0140,2025-01-19,1416.89,Cash on Delivery,Returned
O02814,C0229,R0054,P0265,2025-02-04,938.22,UPI,Returned
O02815,C0334,R0310,P0279,2025-01-18,776.0,Wallet,Delivered
O02816,C0675,R0270,P0176,2024-05-28,501.12,Card,Returned
O02817,C0519,R0080,P0231,2025-07-10,768.6,Card,Delivered
O02818,C0771,R0158,P0121,2024-07-02,1492.54,,Cancelled
O02819,C0958,R0042,P0026,2025-04-13,1171.24,Wallet,Returned
O02820,C0686,R0420,P0135,2023-08-29,1315.21,Wallet,Returned
O02821,C0748,R0274,P0294,2025-05-10,981.0,Cash on Delivery,Returned
O02822,C0502,R0168,P0294,2023-09-14,1363.47,UPI,Cancelled
O02823,C0149,R0212,P0270,2023-08-24,257.22,Cash on Delivery,Returned
O02824,C0009,R0391,P0197,2023-11-26,318.51,Cash on Delivery,Delivered
O02825,C0973,R0353,P0260,2023-11-14,338.0,UPI,Delivered
O02826,C0484,R0316,P0120,2025-07-28,1360.57,Wallet,Cancelled
O02827,C0261,R0141,P0245,2025-02-28,297.95,Cash on Delivery,Cancelled
O02828,C0130,R0279,P0146,2024-12-12,969.75,Card,Returned
O02829,C0258,R0049,P0187,2025-03-21,300.6,Wallet,Cancelled
O02830,C0069,R0288,P0073,2025-06-18,1275.83,Cash on Delivery,Cancelled
O02831,C0961,R0438,P0101,2025-06-27,1450.46,Wallet,Delivered
O02832,C0390,R0023,P0242,2024-08-02,637.33,Cash on Delivery,Cancelled
O02833,C0711,R0481,P0087,2023-09-21,600.95,Wallet,Delivered
O02834,C0386,R0437,P0288,2025-05-12,705.89,Wallet,Cancelled
O02835,C0244,R0229,P0232,2023-09-18,260.21,Cash on Delivery,Delivered
O02836,C0152,R0179,P0111,2023-08-13,802.84,Wallet,Returned
O02837,C0103,R0357,P0172,2023-12-27,1342.57,UPI,Returned
O02838,C0166,R0317,P0236,2025-02-12,217.96,Wallet,Delivered
O02839,C0006,R0191,P0194,2024-09-25,353.27,UPI,Cancelled
O02840,C0946,R0064,P0129,2024-07-22,647.99,Wallet,Cancelled
O02841,C0378,R0282,P0262,2024-12-08,287.32,UPI,Delivered
O02842,C0555,R0372,P0214,2025-01-29,712.89,Wallet,Returned
O02843,C0691,R0140,P0039,2024-04-09,999.12,Cash on Delivery,Cancelled
O02844,C0591,R0452,P0094,2024-08-18,1474.48,UPI,Returned
O02845,C0712,R0387,P0287,2024-09-07,688.99,Cash on Delivery,Delivered
O02846,C0645,R0115,P0247,2024-11-10,359.2,Card,Cancelled
O02847,C0429,R0055,P0210,2024-09-26,1464.54,UPI,Delivered
O02848,C0899,R0086,P0110,2023-09-16,753.24,UPI,Delivered
O02849,C0375,R0265,P0023,2023-11-06,1415.13,Wallet,Delivered
O02850,C0354,R0037,P0207,2023-10-04,903.56,UPI,Returned
O02851,C0326,R0165,P0064,2024-11-28,654.17,Cash on Delivery,Returned
O02852,C0175,R0276,P0068,2025-07-22,1109.46,Cash on Delivery,Delivered
O02853,C0276,R0468,P0295,2024-10-09,364.44,Card,Returned
O02854,C0112,R0474,P0289,2025-01-25,1083.83,Card,Cancelled
O02855,C0816,R0302,P0180,2023-09-07,366.78,Wallet,Delivered
O02856,C0516,R0386,P0047,2024-12-29,1264.82,Cash on Delivery,Returned
O02857,C0962,R0079,P0007,2023-11-02,327.44,UPI,Cancelled
O02858,C0636,R0426,P0079,2024-02-07,840.84,Cash on Delivery,Returned
O02859,C0984,R0341,P0072,2024-01-05,490.64,Cash on Delivery,Delivered
O02860,C0229,R0265,P0089,2024-06-23,411.55,UPI,Cancelled
O02861,C0163,R0424,P0290,2025-06-19,876.5,UPI,Returned
O02862,C0565,R0450,P0159,2025-01-03,468.22,UPI,Cancelled
O02863,C0335,R0465,P0277,2025-06-07,419.82,Cash on Delivery,Delivered
O02864,C0614,R0158,P0270,2024-03-16,542.79,Cash on Delivery,Delivered
O02865,C0844,R0138,P0024,2023-10-19,833.78,,Delivered
O02866,C0505,R0394,P0283,2024-05-17,666.53,Card,Returned
O02867,C0637,R0211,P0278,2024-04-29,905.48,Card,Delivered
O02868,C0298,R0492,P0155,2024-01-11,1407.56,Cash on Delivery,Delivered
O02869,C0218,R0293,P0229,2024-10-25,1229.38,UPI,Delivered
O02870,C0942,R0422,P0225,2025-05-07,1171.77,Cash on Delivery,Cancelled
O02871,C0119,R0179,P0058,2024-02-23,1375.87,Wallet,Returned
O02872,C0991,R0007,P0237,2024-09-01,1090.64,UPI,Delivered
O02873,C0193,R0164,P0267,2024-06-24,740.54,UPI,Cancelled
O02874,C0068,R0440,P0227,2025-01-08,661.56,Cash on Delivery,Cancelled
O02875,C0098,R0041,P0208,2023-08-29,237.73,UPI,Delivered
O02876,C0671,R0302,P0264,2024-05-15,1316.18,Cash on Delivery,Returned
O02877,C0118,R0249,P0168,2024-12-23,437.01,Card,Delivered
O02878,C0238,R0009,P0215,2024-09-21,442.55,Card,Returned
O02879,C0765,R0285,P0047,2023-10-23,880.18,Card,Cancelled
O02880,C0124,R0183,P0155,2024-03-06,179.21,UPI,Returned
O02881,C0123,R0449,P0086,2024-02-02,567.17,Cash on Delivery,Cancelled
O02882,C0007,R0479,P0166,2024-05-27,921.85,Cash on Delivery,Returned
O02883,C0030,R0200,P0254,2024-05-15,1392.48,Cash on Delivery,Cancelled
O02884,C0690,R0095,P0010,2024-02-02,459.36,Cash on Delivery,Returned
O02885,C0831,R0212,P0150,2025-07-17,281.5,Cash on Delivery,Delivered
O02886,C0554,R0216,P0269,2024-11-27,586.81,Cash on Delivery,Delivered
O02887,C0681,R0233,P0117,2023-12-02,1426.12,Card,Delivered
O02888,C0062,R0137,P0105,2025-03-01,441.15,UPI,Cancelled
O02889,C0747,R0352,P0055,2025-02-13,417.23,Wallet,Cancelled
O02890,C0843,R0415,P0004,2025-06-30,822.51,UPI,Delivered
O02891,C0168,R0042,P0222,2024-01-17,530.5,Wallet,Returned
O02892,C0558,R0210,P0208,2025-07-19,462.59,Card,Cancelled
O02893,C0933,R0019,P0044,2025-01-02,558.72,Cash on Delivery,Delivered
O02894,C0885,R0075,P0082,2025-08-01,339.79,Wallet,Returned
O02895,C0680,R0349,P0163,2023-10-16,379.8,Wallet,Delivered
O02896,C0255,R0343,P0223,2024-10-05,593.24,UPI,Returned
O02897,C0346,R0325,P0185,2024-05-27,1010.44,UPI,Returned
O02898,C0469,R0429,P0122,2023-08-27,960.35,UPI,Cancelled
O02899,C0153,R0228,P0126,2025-05-21,621.61,Wallet,Cancelled
O02900,C0801,R0304,P0294,2025-04-17,388.04,Wallet,Delivered
O02901,C0048,R0096,P0085,2025-04-27,1052.75,,Delivered
O02902,C0432,R0048,P0120,2025-01-01,229.44,Card,Cancelled
O02903,C0295,R0384,P0291,2024-12-13,1063.14,Wallet,Returned
O02904,C0540,R0048,P0061,2025-04-25,714.51,UPI,Delivered
O02905,C0983,R0203,P0281,2024-05-27,1044.87,Cash on Delivery,Returned
O02906,C0891,R0410,P0002,2023-12-02,1341.65,UPI,Returned
O02907,C0658,R0299,P0081,2024-02-26,862.77,Wallet,Returned
O02908,C0195,R0430,P0209,2024-04-21,611.75,UPI,Cancelled
O02909,C0735,R0365,P0059,2024-03-22,1101.22,Wallet,Delivered
O02910,C0904,R0147,P0016,2024-12-15,221.57,Card,Cancelled
O02911,C0430,R0001,P0200,2024-03-05,841.56,Wallet,Returned
O02912,C0048,R0255,P0210,2024-01-04,390.12,Wallet,Delivered
O02913,C0394,R0179,P0162,2025-01-23,897.9,UPI,Cancelled
O02914,C0088,R0126,P0195,2024-06-03,1471.31,Wallet,Returned
O02915,C0833,R0083,P0147,2025-01-09,866.13,Card,Returned
O02916,C0827,R0123,P0194,2024-07-12,213.0,Wallet,Cancelled
O02917,C0243,R0322,P0268,2023-08-17,333.39,Card,Returned
O02918,C0450,R0057,P0162,2024-01-21,1310.58,Cash on Delivery,Returned
O02919,C0047,R0481,P0125,2024-12-26,1371.0,UPI,Cancelled
O02920,C0127,R0001,P0089,2025-08-04,447.6,Cash on Delivery,Delivered
O02921,C0661,R0062,P0058,2024-06-28,842.1,Wallet,Delivered
O02922,C0192,R0136,P0264,2023-09-04,488.99,Card,Delivered
O02923,C0235,R0272,P0172,2024-07-04,512.94,UPI,Delivered
O02924,C0915,R0098,P0288,2024-04-07,204.6,Wallet,Returned
O02925,C0306,R0170,P0117,2025-06-07,788.7,UPI,Delivered
O02926,C0361,R0419,P0229,2023-12-25,1093.46,UPI,Returned
O02927,C0110,R0194,P0114,2024-09-19,1327.13,Cash on Delivery,Returned
O02928,C0039,R0165,P0222,2025-01-04,1202.75,Card,Cancelled
O02929,C0009,R0410,P0200,2024-11-21,287.49,Cash on Delivery,Cancelled
O02930,C0245,R0340,P0141,2023-12-03,890.32,Wallet,Delivered
O02931,C0470,R0099,P0293,2023-12-04,802.52,Wallet,Cancelled
O02932,C0615,R0018,P0268,2024-03-30,278.81,Cash on Delivery,Delivered
O02933,C0191,R0102,P0286,2023-11-13,1342.68,UPI,Delivered
O02934,C0217,R0203,P0178,2025-07-03,496.45,UPI,Returned
O02935,C0547,R0245,P0099,2025-07-24,1343.35,Wallet,Returned
O02936,C0915,R0386,P0137,2024-08-14,447.42,UPI,Delivered
O02937,C0571,R0293,P0244,2025-02-08,968.96,Cash on Delivery,Returned
O02938,C0249,R0309,P0017,2025-07-10,198.93,Wallet,Returned
O02939,C0839,R0347,P0285,2024-03-08,986.14,Wallet,Delivered
O02940,C0413,R0417,P0007,2024-07-20,229.44,Wallet,Delivered
O02941,C0433,R0251,P0034,2024-08-11,1007.11,Card,Returned
O02942,C0321,R0490,P0058,2025-08-08,788.47,Card,Cancelled
O02943,C0691,R0380,P0088,2024-06-13,1473.58,UPI,Returned
O02944,C0945,R0031,P0068,2025-04-27,658.3,Cash on Delivery,Delivered
O02945,C0945,R0369,P0013,2025-02-05,752.29,Card,Cancelled
O02946,C0521,R0277,P0212,2024-03-08,468.29,Wallet,Cancelled
O02947,C0248,R0151,P0164,2025-01-25,350.81,Wallet,Delivered
O02948,C0927,R0219,P0249,2024-07-17,235.04,UPI,Cancelled
O02949,C0168,R0429,P0179,2024-11-06,1047.52,UPI,Cancelled
O02950,C0742,R0143,P0062,2024-08-09,319.94,UPI,Cancelled
O02951,C0603,R0202,P0194,2025-07-16,1404.31,Wallet,Delivered
O02952,C0351,R0471,P0155,2025-06-28,1429.93,Cash on Delivery,Returned
O02953,C0337,R0186,P0300,2023-11-22,1382.44,Card,Returned
O02954,C0072,R0103,P0288,2024-01-01,778.4,Card,Returned
O02955,C0604,R0426,P0247,2025-04-20,1473.31,Wallet,Delivered
O02956,C0358,R0035,P0089,2024-08-04,992.61,Wallet,Returned
O02957,C0083,R0350,P0249,2025-01-18,408.18,UPI,Cancelled
O02958,C0631,R0433,P0207,2023-12-27,604.88,UPI,Returned
O02959,C0492,R0321,P0127,2024-01-28,238.29,Card,Delivered
O02960,C0024,R0393,P0102,2025-06-11,546.15,UPI,Returned
O02961,C0503,R0007,P0185,2024-03-12,424.98,Cash on Delivery,Returned
O02962,C0694,R0080,P0023,2023-10-23,216.59,UPI,Returned
O02963,C0984,R0465,P0110,2025-02-07,618.94,Cash on Delivery,Cancelled
O02964,C0493,R0029,P0151,2023-09-22,375.21,Cash on Delivery,Delivered
O02965,C0138,R0472,P0289,2024-06-30,1179.71,UPI,Returned
O02966,C0952,R0425,P0110,2024-09-03,161.93,Cash on Delivery,Cancelled
O02967,C0731,R0225,P0109,2025-06-25,1492.43,Cash on Delivery,Cancelled
O02968,C0621,R0134,P0031,2025-03-13,713.5,UPI,Delivered
O02969,C0309,R0309,P0081,2025-08-05,1496.36,Wallet,Delivered
O02970,C0448,R0178,P0271,2024-04-17,647.92,Wallet,Returned
O02971,C0024,R0480,P0096,2025-03-07,1176.28,UPI,Delivered
O02972,C0736,R0339,P0192,2024-08-25,489.8,UPI,Delivered
O02973,C0342,R0499,P0106,2025-02-06,847.6,Cash on Delivery,Cancelled
O02974,C0934,R0234,P0184,2024-10-26,1259.56,Cash on Delivery,Returned
O02975,C0139,R0166,P0226,2023-09-11,321.25,UPI,Returned
O02976,C0914,R0001,P0160,2025-08-08,749.11,Cash on Delivery,Returned
O02977,C0740,R0207,P0222,2025-02-28,692.73,Card,Cancelled
O02978,C0313,R0308,P0106,2025-04-22,651.6,Card,Returned
O02979,C0850,R0014,P0064,2024-09-07,373.27,,Returned
O02980,C0506,R0367,P0076,2023-09-15,1406.81,UPI,Cancelled
O02981,C0134,R0466,P0214,2023-10-14,684.72,Cash on Delivery,Returned
O02982,C0373,R0161,P0174,2023-12-31,773.76,Wallet,Cancelled
O02983,C0134,R0066,P0282,2025-01-23,914.05,Cash on Delivery,Cancelled
O02984,C0388,R0256,P0241,2024-02-25,999.93,Card,Returned
O02985,C0949,R0355,P0282,2023-09-27,745.32,UPI,Returned
O02986,C0999,R0245,P0116,2024-02-22,633.24,UPI,Returned
O02987,C0189,R0130,P0168,2023-09-25,369.67,Cash on Delivery,Delivered
O02988,C0257,R0348,P0142,2024-02-21,1427.1,Wallet,Returned
O02989,C0915,R0258,P0194,2025-01-15,1443.33,Card,Returned
O02990,C0785,R0255,P0047,2025-06-03,454.68,Cash on Delivery,Cancelled
O02991,C0618,R0022,P0256,2025-04-22,969.81,Cash on Delivery,Returned
O02992,C0208,R0012,P0164,2024-11-03,822.49,Wallet,Returned
O02993,C0393,R0141,P0125,2025-04-08,1159.81,Card,Cancelled
O02994,C0613,R0215,P0036,2025-06-16,686.55,Card,Delivered
O02995,C0521,R0471,P0211,2025-05-28,866.7,Wallet,Delivered
O02996,C0993,R0204,P0111,2024-12-02,176.68,Cash on Delivery,Delivered
O02997,C0187,R0231,P0051,2024-03-08,1127.27,Cash on Delivery,Returned
O02998,C0478,R0305,P0059,2023-11-02,1182.41,Wallet,Returned
O02999,C0336,R0240,P0105,2025-08-06,1427.17,UPI,Cancelled
O03000,C0931,R0329,P0177,2025-02-27,1248.57,Wallet,Cancelled
O03001,C0119,R0145,P0058,2025-06-12,1364.21,UPI,Returned
O03002,C0288,R0328,P0053,2025-05-18,190.83,UPI,Returned
O03003,C0106,R0102,P0173,2025-02-21,304.05,UPI,Delivered
O03004,C0469,R0207,P0122,2024-07-25,1323.95,Wallet,Delivered
O03005,C0875,R0394,P0281,2024-07-11,1051.98,UPI,Delivered
O03006,C0122,R0135,P0113,2024-10-10,1093.24,Card,Delivered
O03007,C0571,R0364,P0152,2023-08-26,739.76,Cash on Delivery,Cancelled
O03008,C0075,R0476,P0152,2024-05-06,540.85,Cash on Delivery,Delivered
O03009,C0817,R0102,P0152,2025-05-28,845.92,UPI,Cancelled
O03010,C0104,R0301,P0168,2025-02-05,173.86,Card,Returned
O03011,C0382,R0153,P0029,2024-12-23,486.84,UPI,Delivered
O03012,C0436,R0253,P0206,2025-08-08,1128.4,Card,Delivered
O03013,C0831,R0148,P0288,2024-02-26,617.92,Card,Cancelled
O03014,C0507,R0281,P0257,2025-05-11,1294.01,Cash on Delivery,Delivered
O03015,C0852,R0016,P0067,2025-02-09,782.16,UPI,Delivered
O03016,C0912,R0029,P0149,2025-08-04,340.14,Wallet,Cancelled
O03017,C0709,R0003,P0051,2024-05-23,1229.76,Card,Returned
O03018,C0161,R0156,P0115,2024-11-17,935.02,Card,Cancelled
O03019,C0620,R0289,P0038,2024-03-06,873.56,UPI,Cancelled
O03020,C0643,R0103,P0120,2025-07-18,615.78,UPI,Delivered
O03021,C0437,R0436,P0242,2024-11-09,151.91,Cash on Delivery,Returned
O03022,C0553,R0221,P0107,2024-08-05,1099.04,Cash on Delivery,Returned
O03023,C0942,R0168,P0051,2025-07-28,921.81,UPI,Returned
O03024,C0417,R0446,P0069,2024-07-08,1395.63,,Delivered
O03025,C0145,R0345,P0168,2025-04-23,984.07,Cash on Delivery,Returned
O03026,C0261,R0111,P0285,2023-10-16,635.1,Wallet,Returned
O03027,C0115,R0380,P0013,2023-10-17,1265.64,Cash on Delivery,Returned
O03028,C0547,R0255,P0234,2024-07-04,177.39,Cash on Delivery,Returned
O03029,C0716,R0071,P0023,2024-03-21,1108.6,Card,Returned
O03030,C0587,R0397,P0197,2024-01-13,1321.4,Wallet,Delivered
O03031,C0821,R0488,P0218,2025-02-01,207.6,UPI,Cancelled
O03032,C0740,R0286,P0003,2024-10-08,1119.9,Cash on Delivery,Cancelled
O03033,C0816,R0188,P0024,2023-10-13,1439.11,Wallet,Returned
O03034,C0554,R0433,P0218,2024-11-03,1169.06,Cash on Delivery,Returned
O03035,C0151,R0117,P0257,2025-01-25,1168.39,UPI,Returned
O03036,C0705,R0403,P0215,2025-01-30,590.89,Wallet,Returned
O03037,C0203,R0450,P0145,2025-07-08,1329.44,UPI,Delivered
O03038,C0193,R0241,P0061,2024-10-09,459.2,Card,Delivered
O03039,C0992,R0402,P0222,2024-04-12,1326.61,Wallet,Delivered
O03040,C0508,R0285,P0261,2023-10-08,1371.08,UPI,Cancelled
O03041,C0974,R0181,P0183,2024-02-03,683.04,Wallet,Delivered
O03042,C0135,R0059,P0078,2024-04-10,726.02,UPI,Delivered
O03043,C0548,R0385,P0015,2024-08-07,1079.29,Wallet,Delivered
O03044,C0115,R0400,P0189,2023-10-31,776.73,Cash on Delivery,Returned
O03045,C0970,R0409,P0016,2025-05-23,955.01,Cash on Delivery,Returned
O03046,C0524,R0440,P0166,2024-07-06,1252.52,Wallet,Delivered
O03047,C0750,R0055,P0184,2025-07-02,192.85,UPI,Returned
O03048,C0704,R0365,P0255,2025-05-24,1045.86,Cash on Delivery,Returned
O03049,C0500,R0094,P0189,2023-11-29,715.0,Cash on Delivery,Cancelled
O03050,C0807,R0345,P0032,2024-01-11,586.94,UPI,Cancelled
O03051,C0135,R0450,P0101,2025-03-24,648.88,Cash on Delivery,Cancelled
O03052,C0730,R0045,P0277,2024-12-08,527.11,UPI,Delivered
O03053,C0666,R0063,P0155,2023-09-03,1252.69,UPI,Cancelled
O03054,C0496,R0107,P0288,2023-12-19,392.96,Wallet,Cancelled
O03055,C0410,R0001,P0121,2024-05-03,634.72,UPI,Returned
O03056,C0459,R0293,P0040,2023-12-22,160.82,UPI,Cancelled
O03057,C0337,R0366,P0227,2024-10-28,768.88,Wallet,Returned
O03058,C0725,R0307,P0290,2025-08-10,1491.34,Cash on Delivery,Returned
O03059,C0874,R0069,P0095,2025-03-13,400.09,Wallet,Cancelled
O03060,C0552,R0022,P0114,2024-11-16,891.94,Wallet,Delivered
O03061,C0588,R0224,P0225,2023-09-23,670.99,UPI,Delivered
O03062,C0945,R0353,P0146,2025-04-27,653.92,Cash on Delivery,Returned
O03063,C0369,R0154,P0034,2023-12-27,220.72,Wallet,Delivered
O03064,C0320,R0197,P0072,2025-05-26,959.06,Cash on Delivery,Returned
O03065,C0980,R0433,P0075,2024-09-28,1402.32,Card,Returned
O03066,C0098,R0339,P0078,2023-09-08,540.52,Wallet,Cancelled
O03067,C0909,R0199,P0206,2024-03-02,1144.22,Cash on Delivery,Returned
O03068,C0070,R0309,P0284,2024-04-21,967.28,Cash on Delivery,Cancelled
O03069,C0469,R0002,P0115,2024-08-13,1495.68,Card,Cancelled
O03070,C0276,R0491,P0131,2023-10-28,608.36,Cash on Delivery,Delivered
O03071,C0191,R0208,P0235,2024-10-12,712.09,Cash on Delivery,Delivered
O03072,C0232,R0096,P0010,2024-11-14,151.91,Cash on Delivery,Cancelled
O03073,C0856,R0462,P0224,2024-01-24,526.63,Cash on Delivery,Returned
O03074,C0724,R0442,P0287,2024-01-15,1466.59,Card,Returned
O03075,C0725,R0443,P0124,2025-08-08,1117.54,Cash on Delivery,Delivered
O03076,C0513,R0293,P0031,2023-09-08,774.81,Wallet,Delivered
O03077,C0702,R0203,P0046,2024-10-07,445.17,Cash on Delivery,Returned
O03078,C0411,R0143,P0103,2025-05-05,874.05,UPI,Returned
O03079,C0059,R0070,P0267,2024-10-29,155.0,Wallet,Returned
O03080,C0258,R0439,P0238,2023-09-21,1166.73,UPI,Delivered
O03081,C0438,R0389,P0061,2025-08-09,1055.24,Card,Delivered
O03082,C0574,R0141,P0203,2025-03-16,790.98,Card,Returned
O03083,C0819,R0245,P0066,2024-12-31,879.9,UPI,Cancelled
O03084,C0097,R0215,P0193,2023-12-30,1179.66,Card,Returned
O03085,C0917,R0013,P0298,2023-09-28,395.36,Wallet,Returned
O03086,C0859,R0447,P0296,2024-08-23,323.32,Card,Returned
O03087,C0052,R0049,P0026,2025-04-29,703.14,Cash on Delivery,Cancelled
O03088,C0768,R0451,P0296,2023-12-02,434.0,Card,Delivered
O03089,C0663,R0036,P0215,2025-04-29,340.94,Cash on Delivery,Delivered
O03090,C0144,R0217,P0250,2025-02-28,978.63,Cash on Delivery,Returned
O03091,C0955,R0070,P0130,2025-05-13,666.36,Cash on Delivery,Cancelled
O03092,C0537,R0062,P0182,2025-07-11,220.13,Wallet,Delivered
O03093,C0399,R0236,P0247,2024-07-16,1105.25,UPI,Returned
O03094,C0510,R0435,P0045,2023-11-25,736.34,Wallet,Delivered
O03095,C0462,R0392,P0213,2023-09-10,598.53,Cash on Delivery,Returned
O03096,C0303,R0219,P0278,2024-07-05,628.29,Cash on Delivery,Returned
O03097,C0886,R0241,P0083,2024-04-17,407.2,UPI,Cancelled
O03098,C0739,R0267,P0103,2025-04-09,929.84,UPI,Delivered
O03099,C0647,R0486,P0189,2025-05-11,261.0,UPI,Returned
O03100,C0785,R0105,P0106,2025-08-06,1106.92,Cash on Delivery,Cancelled
O03101,C0331,R0254,P0290,2024-09-08,510.13,Card,Returned
O03102,C0843,R0375,P0159,2025-04-19,1157.29,UPI,Cancelled
O03103,C0839,R0224,P0194,2023-10-14,950.92,Wallet,Delivered
O03104,C0891,R0165,P0125,2024-06-13,768.78,UPI,Cancelled
O03105,C0763,R0062,P0286,2024-07-25,442.84,Cash on Delivery,Cancelled
O03106,C0624,R0340,P0232,2024-08-25,1111.39,,Cancelled
O03107,C0431,R0160,P0197,2025-01-18,246.19,Cash on Delivery,Cancelled
O03108,C0701,R0229,P0055,2025-07-29,1254.11,Cash on Delivery,Delivered
O03109,C0936,R0372,P0147,2025-04-03,482.58,Cash on Delivery,Delivered
O03110,C0522,R0337,P0108,2023-12-31,624.36,Cash on Delivery,Returned
O03111,C0003,R0401,P0239,2024-07-31,1457.87,Cash on Delivery,Delivered
O03112,C0450,R0330,P0062,2025-06-21,1179.42,Card,Delivered
O03113,C0460,R0248,P0072,2025-01-23,1493.73,UPI,Returned
O03114,C0965,R0488,P0254,2024-11-30,1431.02,Card,Delivered
O03115,C0063,R0217,P0233,2025-01-13,1102.62,Card,Delivered
O03116,C0871,R0266,P0213,2025-04-26,539.82,UPI,Delivered
O03117,C0379,R0251,P0293,2025-03-18,277.55,,Delivered
O03118,C0708,R0365,P0250,2025-03-28,589.03,Card,Returned
O03119,C0104,R0482,P0097,2025-05-06,546.32,Cash on Delivery,Delivered
