order_item_id,order_id,item_name,quantity,price
I03377,O02350,Ice Cream,2,229.42
I03378,O01744,Coke,4,60.46
I03379,O01203,Burger,2,171.71
I03380,O03849,Fries,1,126.79
I03381,O01430,Coke,2,268.97
I03382,O03693,Ice Cream,2,63.38
I03383,O03149,Pizza,4,229.46
I03384,O04467,Salad,4,359.35
I03385,O04347,Ice Cream,3,89.61
I03386,O01314,Salad,2,147.82
I03387,O02937,Salad,3,257.53
I03388,O03521,Salad,5,267.01
I03389,O00968,Pasta,1,489.39
I03390,O02975,Ice Cream,1,273.11
I03391,O01547,Pizza,5,340.07
I03392,O01537,Pizza,3,460.74
I03393,O04153,Salad,2,197.0
I03394,O03735,Pizza,5,414.05
I03395,O02286,Pizza,5,123.55
I03396,O01109,Ice Cream,3,113.05
I03397,O00637,Fries,4,246.85
I03398,O00633,Fries,4,196.01
I03399,O01293,Fries,2,436.5
I03400,O03040,Salad,5,317.58
I03401,O00263,Ice Cream,5,181.86
I03402,O04718,Pizza,5,82.19
I03403,O03316,Biryani,1,404.52
I03404,O02539,Ice Cream,2,114.98
I03405,O02431,Ice Cream,2,482.64
I03406,O03188,Ice Cream,5,116.54
I03407,O01938,Ice Cream,5,157.59
I03408,O04146,Coke,2,306.91
I03409,O03634,Coke,5,348.04
I03410,O03171,Burger,1,138.66
I03411,O02365,Salad,4,70.9
I03412,O01204,Pizza,5,64.6
I03413,O03226,Fries,1,335.66
I03414,O00614,Pasta,2,304.75
I03415,O00574,Salad,5,246.78
I03416,O04365,Ice Cream,5,135.0
I03417,O02015,Biryani,1,114.38
I03418,O04952,Pasta,2,244.45
I03419,O03400,Salad,5,221.92
I03420,O03723,Ice Cream,2,59.05
I03421,O03735,Coke,2,325.28
I03422,O02879,Ice Cream,1,272.19
I03423,O00220,Salad,3,458.42
I03424,O03983,Coke,1,217.46
I03425,O01462,Salad,3,329.87
I03426,O03344,Biryani,2,467.86
I03427,O00260,Fries,5,115.77
I03428,O04625,Pizza,5,445.35
I03429,O04196,Fries,5,300.06
I03430,O03146,Salad,1,267.59
I03431,O00850,Salad,1,295.84
I03432,O02668,Fries,1,455.41
I03433,O04419,Burger,1,97.65
I03434,O04634,Pizza,5,333.03
I03435,O02699,Pizza,4,341.17
I03436,O00643,Fries,4,362.7
I03437,O00227,Biryani,2,326.3
I03438,O04841,Burger,2,473.43
I03439,O02535,Pizza,4,310.2
I03440,O04681,Salad,5,378.09
I03441,O02540,Coke,4,261.34
I03442,O04077,Pizza,2,233.59
I03443,O03871,Coke,2,353.77
I03444,O03489,Salad,1,142.05
I03445,O01293,Fries,3,281.18
I03446,O00633,Burger,1,297.11
I03447,O02123,Coke,1,479.58
I03448,O00630,Biryani,1,268.92
I03449,O04796,Salad,2,323.82
I03450,O01803,Pasta,2,285.03
I03451,O00813,Burger,4,141.25
I03452,O02297,Fries,4,448.66
I03453,O00523,Pasta,2,475.66
I03454,O00744,Salad,1,447.36
I03455,O02009,Biryani,5,140.61
I03456,O03516,Fries,4,395.85
I03457,O04541,Pizza,1,152.71
I03458,O01019,Pizza,1,377.9
I03459,O03707,Biryani,4,264.8
I03460,O03446,Pasta,2,190.3
I03461,O04797,Coke,1,386.25
I03462,O02747,Biryani,2,437.27
I03463,O04539,Coke,4,260.07
I03464,O03224,Pizza,4,345.47
I03465,O01419,Biryani,1,118.61
I03466,O02948,Ice Cream,2,479.48
I03467,O01055,Biryani,1,86.1
I03468,O03002,Biryani,3,318.99
I03469,O03043,Burger,2,116.17
I03470,O02694,Fries,2,227.66
I03471,O00726,Pasta,4,148.26
I03472,O01977,Fries,3,235.35
I03473,O03688,Pizza,3,466.93
I03474,O03970,Fries,5,121.5
I03475,O00755,Salad,1,86.25
I03476,O01598,Ice Cream,1,347.01
I03477,O02050,Ice Cream,1,373.19
I03478,O03197,Pizza,1,414.39
I03479,O00042,Fries,2,275.3
I03480,O02309,Salad,1,233.63
I03481,O04573,Burger,5,170.48
I03482,O04566,Pasta,2,72.57
I03483,O03850,Burger,3,86.34
I03484,O04421,Burger,2,78.77
I03485,O01772,Pizza,3,374.24
I03486,O01139,Biryani,5,128.64
I03487,O00673,Biryani,1,224.27
I03488,O03566,Coke,2,52.57
I03489,O04018,Ice Cream,1,403.21
I03490,O01822,Pasta,1,169.0
I03491,O01467,Fries,1,486.82
I03492,O00432,Pizza,3,138.09
I03493,O04407,Pizza,5,265.38
I03494,O03386,Salad,2,155.5
I03495,O03151,Coke,2,252.75
I03496,O02922,Coke,2,300.25
I03497,O04959,Coke,5,365.32
I03498,O02355,Ice Cream,4,338.33
I03499,O04750,Coke,4,399.89
I03500,O04662,Fries,1,267.52
I03501,O03323,Fries,2,328.94
I03502,O01141,Pasta,2,149.15
I03503,O00667,Fries,1,280.98
I03504,O00392,Salad,1,388.41
I03505,O03834,Fries,4,328.42
I03506,O00713,Biryani,2,383.78
I03507,O00819,Coke,2,76.59
I03508,O02827,Salad,5,411.95
I03509,O01983,Coke,1,435.25
I03510,O00531,Burger,3,321.63
I03511,O03705,Salad,4,325.1
I03512,O00264,Fries,2,430.47
I03513,O02185,Pasta,5,127.99
I03514,O00889,Pasta,4,254.55
I03515,O01317,Salad,2,242.27
I03516,O01313,Fries,4,409.76
I03517,O02664,Ice Cream,5,130.36
I03518,O04887,Burger,2,314.07
I03519,O03469,Coke,1,193.5
I03520,O03213,Salad,4,397.48
I03521,O04483,Fries,3,316.27
I03522,O02582,Salad,3,189.21
I03523,O03706,Fries,2,175.91
I03524,O02853,Pizza,3,231.28
I03525,O02827,Coke,2,116.15
I03526,O01433,Ice Cream,4,90.44
I03527,O04395,Salad,1,246.64
I03528,O03104,Fries,3,431.37
I03529,O00199,Pizza,5,497.24
I03530,O02823,Salad,4,429.89
I03531,O04890,Biryani,5,435.53
I03532,O01769,Pizza,4,159.93
I03533,O02934,Burger,2,361.69
I03534,O01061,Coke,2,226.14
I03535,O01294,Biryani,1,339.9
I03536,O03044,Ice Cream,1,459.48
I03537,O02957,Ice Cream,4,471.11
I03538,O03484,Coke,1,125.38
I03539,O02787,Pasta,1,450.42
I03540,O01825,Pizza,4,374.02
I03541,O01546,Ice Cream,3,420.04
I03542,O03124,Ice Cream,4,108.5
I03543,O03819,Coke,4,104.92
I03544,O01597,Pasta,2,321.64
I03545,O03230,Fries,3,172.96
I03546,O00264,Pasta,3,435.79
I03547,O03840,Salad,4,140.6
I03548,O01428,Biryani,5,127.46
I03549,O03887,Salad,5,498.8
I03550,O01847,Biryani,1,495.73
I03551,O04006,Ice Cream,3,107.38
I03552,O02934,Burger,2,343.15
I03553,O03132,Coke,4,371.22
I03554,O02327,Fries,4,64.24
I03555,O01650,Pizza,4,489.02
I03556,O01963,Fries,2,349.05
I03557,O01277,Pizza,2,455.34
I03558,O03235,Salad,3,250.4
I03559,O04137,Burger,1,91.56
I03560,O03077,Pizza,1,207.63
I03561,O02820,Burger,4,302.54
I03562,O03086,Salad,3,97.09
I03563,O01036,Salad,2,467.17
I03564,O00872,Pizza,5,378.77
I03565,O00502,Salad,1,352.09
I03566,O03724,Salad,5,205.22
I03567,O00290,Pasta,1,239.54
I03568,O02996,Burger,4,306.95
I03569,O03156,Coke,1,105.66
I03570,O02112,Biryani,3,293.76
I03571,O02354,Fries,4,316.0
I03572,O02812,Biryani,2,275.43
I03573,O01413,Fries,1,114.87
I03574,O02641,Burger,3,390.39
I03575,O02698,Burger,1,332.0
I03576,O02519,Coke,5,215.95
I03577,O02438,Fries,4,486.28
I03578,O04703,Coke,4,286.68
I03579,O02613,Burger,1,340.79
I03580,O04007,Salad,4,59.2
I03581,O01433,Burger,5,158.0
I03582,O03585,Pizza,4,50.15
I03583,O02270,Ice Cream,5,473.54
I03584,O01228,Biryani,1,365.84
I03585,O01594,Coke,4,138.13
I03586,O00818,Coke,4,129.7
I03587,O04215,Pizza,4,315.23
I03588,O01511,Pasta,5,425.51
I03589,O00751,Burger,3,154.86
I03590,O02907,Biryani,5,153.3
I03591,O02506,Pizza,5,492.94
I03592,O04171,Salad,2,121.56
I03593,O01062,Pizza,5,301.73
I03594,O01696,Salad,3,229.17
I03595,O04470,Coke,3,110.38
I03596,O04245,Fries,1,285.45
I03597,O02361,Pasta,2,361.38
I03598,O01703,Biryani,2,200.96
I03599,O00890,Pasta,2,393.49
I03600,O04421,Fries,1,381.63
I03601,O02622,Salad,3,391.77
I03602,O04644,Biryani,1,144.99
I03603,O01454,Burger,3,282.43
I03604,O04449,Pizza,2,186.72
I03605,O02360,Ice Cream,3,73.56
I03606,O02785,Pasta,3,497.01
I03607,O03463,Ice Cream,2,190.43
I03608,O04924,Biryani,2,145.32
I03609,O02388,Coke,5,348.15
I03610,O01405,Salad,2,276.01
I03611,O00076,Ice Cream,3,316.68
I03612,O02023,Burger,4,453.41
I03613,O02966,Coke,1,456.07
I03614,O01807,Fries,3,268.53
I03615,O02028,Biryani,5,333.68
I03616,O01198,Pizza,5,232.77
I03617,O03569,Coke,3,371.78
I03618,O02101,Pasta,2,187.0
I03619,O00203,Salad,1,343.29
I03620,O00513,Biryani,2,252.74
I03621,O00475,Ice Cream,3,311.91
I03622,O00423,Coke,2,428.17
I03623,O02288,Ice Cream,1,174.29
I03624,O01628,Burger,3,450.26
I03625,O02401,Ice Cream,4,280.84
I03626,O03806,Biryani,3,128.47
I03627,O03363,Fries,3,454.02
I03628,O01074,Coke,5,395.86
I03629,O03480,Pasta,4,269.64
I03630,O01209,Pizza,5,364.25
I03631,O04265,Ice Cream,5,132.35
I03632,O03331,Fries,2,190.58
I03633,O01679,Biryani,2,254.42
I03634,O02979,Coke,3,216.11
I03635,O03494,Burger,3,464.93
I03636,O00923,Burger,5,362.53
I03637,O04670,Salad,3,79.4
I03638,O00097,Pizza,2,169.31
I03639,O03230,Fries,4,358.95
I03640,O00195,Pasta,3,147.9
I03641,O02918,Biryani,4,142.96
I03642,O01239,Ice Cream,2,101.57
I03643,O03632,Coke,2,96.23
I03644,O03028,Fries,2,208.93
I03645,O00467,Burger,3,374.11
I03646,O01736,Burger,4,63.53
I03647,O03387,Biryani,1,385.35
I03648,O00880,Ice Cream,4,311.46
I03649,O03521,Burger,5,204.08
I03650,O04425,Fries,1,59.95
I03651,O03434,Pasta,3,474.43
I03652,O00128,Burger,4,268.4
I03653,O03387,Coke,2,263.99
I03654,O04407,Biryani,5,459.04
I03655,O02239,Ice Cream,1,338.6
I03656,O03363,Pasta,5,327.62
I03657,O02040,Biryani,4,214.82
I03658,O01118,Salad,3,319.79
I03659,O02142,Biryani,5,83.42
I03660,O04894,Burger,4,413.49
I03661,O03225,Burger,2,314.94
I03662,O04226,Ice Cream,5,290.46
I03663,O03360,Coke,2,490.03
I03664,O03099,Pizza,4,425.33
I03665,O00260,Salad,2,291.72
I03666,O00625,Coke,5,468.57
I03667,O04210,Coke,1,257.28
I03668,O04995,Pasta,4,425.29
I03669,O01202,Biryani,3,268.78
I03670,O04192,Fries,2,150.37
I03671,O01297,Burger,3,309.24
I03672,O00038,Fries,1,477.29
I03673,O02808,Salad,1,234.79
I03674,O00724,Pasta,5,360.69
I03675,O03260,Pizza,2,211.24
I03676,O00100,Pasta,2,420.02
I03677,O01375,Fries,5,394.24
I03678,O03305,Fries,5,247.69
I03679,O04267,Ice Cream,2,334.05
I03680,O02863,Pizza,4,266.87
I03681,O00796,Pizza,1,401.5
I03682,O03876,Pizza,5,428.88
I03683,O04335,Fries,3,321.65
I03684,O02962,Salad,4,470.67
I03685,O02049,Burger,3,429.18
I03686,O00636,Salad,1,407.02
I03687,O02328,Ice Cream,1,415.44
I03688,O01667,Ice Cream,3,458.84
I03689,O03513,Biryani,3,363.61
I03690,O02730,Salad,1,390.63
I03691,O04841,Biryani,4,139.08
I03692,O02922,Burger,3,337.51
I03693,O03999,Pizza,5,277.21
I03694,O03967,Ice Cream,4,66.82
I03695,O01038,Pizza,3,152.32
I03696,O01687,Pizza,4,243.12
I03697,O04995,Fries,2,240.89
I03698,O00039,Pasta,3,140.49
I03699,O00139,Salad,1,322.4
I03700,O04743,Pasta,5,205.75
I03701,O02577,Coke,3,275.79
I03702,O02060,Biryani,1,125.05
I03703,O00138,Pasta,1,128.47
I03704,O04796,Pizza,2,191.08
I03705,O02109,Pizza,1,352.11
I03706,O04782,Burger,4,297.39
I03707,O00911,Pasta,3,83.17
I03708,O01366,Biryani,5,153.06
I03709,O03741,Pizza,2,256.02
I03710,O01239,Biryani,4,499.57
I03711,O02593,Burger,1,329.91
I03712,O02783,Biryani,1,241.63
I03713,O02603,Pizza,1,361.62
I03714,O02110,Coke,3,406.7
I03715,O01529,Burger,1,88.59
I03716,O00654,Pizza,3,482.33
I03717,O02677,Pasta,5,250.92
I03718,O03684,Salad,2,72.35
I03719,O01263,Salad,2,409.99
I03720,O02735,Fries,5,168.57
I03721,O01956,Ice Cream,2,383.76
I03722,O01750,Fries,5,362.95
I03723,O02043,Burger,4,225.57
I03724,O00591,Pizza,4,415.93
I03725,O02521,Fries,4,130.93
I03726,O00723,Salad,2,90.21
I03727,O02841,Salad,2,234.8
I03728,O02302,Biryani,3,372.61
I03729,O02192,Salad,2,396.55
I03730,O01497,Coke,1,342.84
I03731,O04036,Salad,2,124.53
I03732,O03398,Burger,1,296.82
I03733,O04429,Salad,1,294.27
I03734,O01458,Coke,2,122.61
I03735,O02586,Salad,3,50.46
I03736,O01178,Pasta,2,313.63
I03737,O02861,Ice Cream,5,206.72
I03738,O04950,Pizza,3,288.28
I03739,O01364,Pasta,1,87.99
I03740,O02016,Coke,2,464.78
I03741,O04331,Pizza,1,65.47
I03742,O04530,Coke,4,74.0
I03743,O04280,Pizza,5,144.39
I03744,O03922,Burger,2,116.46
I03745,O00474,Pizza,2,177.95
I03746,O01660,Ice Cream,2,215.8
I03747,O01172,Biryani,3,62.24
I03748,O04162,Fries,5,325.03
I03749,O03765,Pizza,5,294.16
I03750,O01949,Ice Cream,4,112.2
I03751,O03419,Pizza,2,478.55
I03752,O04933,Fries,3,282.8
I03753,O04977,Biryani,4,161.24
I03754,O04056,Fries,5,277.58
I03755,O03708,Ice Cream,4,436.37
I03756,O04230,Pizza,1,426.56
I03757,O04191,Pizza,1,64.12
I03758,O01409,Pasta,1,164.48
I03759,O00241,Coke,4,115.72
I03760,O00756,Burger,5,146.45
I03761,O02853,Burger,1,152.92
I03762,O02187,Burger,1,342.41
I03763,O03237,Pizza,3,151.54
I03764,O03958,Burger,4,390.52
I03765,O04587,Biryani,2,304.65
I03766,O01746,Pasta,1,176.46
I03767,O00018,Fries,3,491.54
I03768,O04045,Burger,3,203.83
I03769,O00179,Pasta,5,119.96
I03770,O01707,Ice Cream,4,173.29
I03771,O01301,Pasta,1,211.3
I03772,O01165,Pasta,5,266.08
I03773,O03717,Biryani,4,231.32
I03774,O02324,Pasta,2,210.08
I03775,O02220,Ice Cream,5,148.8
I03776,O02144,Pizza,5,243.97
I03777,O04429,Coke,5,473.92
I03778,O02653,Coke,4,149.79
I03779,O02510,Biryani,2,300.58
I03780,O02581,Biryani,3,69.85
I03781,O02795,Pasta,4,71.01
I03782,O02519,Salad,3,474.12
I03783,O03776,Pizza,2,197.75
I03784,O02733,Biryani,4,119.69
I03785,O04056,Ice Cream,5,289.89
I03786,O02892,Fries,3,407.02
I03787,O02730,Coke,2,109.39
I03788,O04297,Biryani,1,423.05
I03789,O04192,Salad,4,245.71
I03790,O03682,Coke,4,457.34
I03791,O00353,Fries,4,427.8
I03792,O03751,Pizza,1,326.09
I03793,O00641,Pasta,5,345.63
I03794,O04520,Burger,5,420.02
I03795,O03973,Salad,2,59.5
I03796,O01686,Ice Cream,4,165.98
I03797,O01996,Burger,3,360.76
I03798,O01184,Burger,3,128.56
I03799,O02924,Salad,2,487.45
I03800,O00371,Coke,3,184.67
I03801,O03580,Salad,3,379.72
I03802,O00073,Coke,4,314.35
I03803,O01737,Pasta,2,461.91
I03804,O04182,Pasta,5,312.9
I03805,O01481,Biryani,5,89.92
I03806,O02434,Burger,3,273.77
I03807,O03029,Ice Cream,2,342.3
I03808,O03198,Burger,4,204.77
I03809,O03820,Burger,1,453.84
I03810,O00689,Coke,3,210.03
I03811,O03554,Biryani,4,147.22
I03812,O03613,Biryani,3,440.9
I03813,O00037,Burger,3,119.64
I03814,O00704,Coke,1,447.36
I03815,O03153,Salad,2,332.79
I03816,O00823,Pizza,1,231.55
I03817,O00827,Coke,4,442.16
I03818,O03471,Pasta,2,376.04
I03819,O04033,Ice Cream,3,134.65
I03820,O02304,Pasta,2,482.94
I03821,O02713,Pasta,2,368.85
I03822,O01902,Fries,1,149.08
I03823,O02693,Ice Cream,3,250.91
I03824,O02606,Pizza,1,263.72
I03825,O01544,Biryani,2,278.05
I03826,O03414,Pasta,1,111.8
I03827,O03571,Pizza,5,75.92
I03828,O00431,Salad,2,465.76
I03829,O02782,Pizza,2,231.26
I03830,O04923,Pizza,3,132.23
I03831,O02470,Burger,5,126.72
I03832,O00926,Fries,5,115.98
I03833,O03141,Salad,4,184.16
I03834,O01494,Pasta,1,413.01
I03835,O02240,Pizza,1,146.31
I03836,O02738,Burger,2,216.45
I03837,O03349,Fries,3,244.76
I03838,O01180,Pizza,5,202.47
I03839,O01997,Pizza,2,61.94
I03840,O00077,Pasta,4,81.28
I03841,O02864,Fries,2,208.71
I03842,O02342,Coke,2,283.96
I03843,O00363,Pasta,1,287.1
I03844,O01295,Fries,1,395.76
I03845,O01731,Coke,2,451.21
I03846,O04489,Burger,4,92.34
I03847,O01688,Biryani,1,477.24
I03848,O01749,Ice Cream,3,193.13
I03849,O02796,Ice Cream,3,409.15
I03850,O01708,Coke,3,70.82
I03851,O04806,Coke,5,138.74
I03852,O03184,Pizza,3,170.26
I03853,O00848,Burger,4,321.1
I03854,O02455,Fries,2,467.73
I03855,O00676,Coke,3,63.2
I03856,O01062,Fries,3,199.88
I03857,O03096,Fries,5,293.91
I03858,O01336,Pasta,2,459.84
I03859,O04439,Pizza,4,168.48
I03860,O04043,Pasta,2,429.0
I03861,O02582,Salad,3,495.0
I03862,O03497,Pasta,5,487.13
I03863,O01856,Burger,3,490.57
I03864,O00413,Ice Cream,3,127.31
I03865,O00280,Biryani,4,167.49
I03866,O04885,Biryani,3,194.77
I03867,O00037,Ice Cream,4,395.19
I03868,O04925,Fries,2,161.57
I03869,O02957,Pasta,5,385.18
I03870,O04851,Fries,4,482.49
I03871,O00685,Biryani,3,61.11
I03872,O01400,Burger,4,157.28
I03873,O04463,Fries,2,256.58
I03874,O04635,Salad,1,477.73
I03875,O03948,Ice Cream,1,167.67
I03876,O02643,Pasta,3,482.43
I03877,O03309,Biryani,5,185.6
I03878,O04153,Burger,2,65.3
I03879,O01574,Coke,1,76.14
I03880,O02976,Fries,1,189.05
I03881,O04862,Coke,2,163.42
I03882,O02983,Salad,4,98.31
I03883,O04275,Burger,5,80.46
I03884,O01079,Pizza,1,446.05
I03885,O00155,Fries,5,451.83
I03886,O00761,Fries,4,213.84
I03887,O02544,Coke,5,317.11
I03888,O00927,Salad,3,59.92
I03889,O04716,Coke,4,196.96
I03890,O04950,Fries,3,487.1
I03891,O01103,Pasta,2,389.44
I03892,O02239,Coke,5,58.13
I03893,O01886,Biryani,5,479.28
I03894,O04952,Coke,3,323.48
I03895,O03337,Pizza,5,473.86
I03896,O04136,Salad,5,191.84
I03897,O03933,Biryani,5,195.4
I03898,O00642,Biryani,1,259.19
I03899,O02939,Salad,1,266.15
I03900,O02379,Coke,2,297.27
I03901,O00833,Salad,1,248.7
I03902,O03901,Biryani,3,148.62
I03903,O03548,Coke,5,188.58
I03904,O00870,Pizza,3,338.24
I03905,O04391,Coke,2,313.8
I03906,O03186,Burger,4,136.33
I03907,O04517,Salad,1,463.09
I03908,O00682,Salad,2,428.63
I03909,O03530,Fries,2,385.62
I03910,O00708,Pizza,4,369.76
I03911,O00408,Ice Cream,5,126.82
I03912,O01046,Pizza,2,356.63
I03913,O00173,Ice Cream,2,427.78
I03914,O01776,Biryani,3,213.74
I03915,O02998,Burger,5,318.43
I03916,O02693,Salad,5,164.43
I03917,O03612,Pizza,2,315.59
I03918,O03446,Coke,5,460.96
I03919,O00981,Ice Cream,1,115.31
I03920,O04615,Ice Cream,1,360.69
I03921,O02121,Ice Cream,1,296.77
I03922,O03887,Ice Cream,3,375.9
I03923,O02268,Burger,1,207.3
I03924,O02672,Coke,5,480.3
I03925,O00652,Ice Cream,4,411.46
I03926,O04256,Burger,2,488.43
I03927,O00911,Ice Cream,1,62.13
I03928,O04915,Fries,4,497.17
I03929,O03027,Biryani,3,241.99
I03930,O01469,Biryani,3,316.71
I03931,O00364,Burger,2,468.73
I03932,O01583,Salad,4,288.97
I03933,O03054,Fries,3,69.45
I03934,O01632,Coke,4,399.45
I03935,O02279,Coke,3,344.42
I03936,O02759,Ice Cream,5,366.87
I03937,O00313,Salad,3,141.16
I03938,O04619,Fries,3,484.41
I03939,O04760,Coke,3,295.47
I03940,O04158,Fries,5,66.42
I03941,O03360,Coke,3,247.34
I03942,O03396,Biryani,1,69.96
I03943,O01758,Salad,1,312.69
I03944,O02896,Burger,3,466.98
I03945,O03554,Salad,3,260.91
I03946,O02629,Coke,3,216.25
I03947,O01854,Biryani,3,123.13
I03948,O00589,Pizza,3,174.34
I03949,O02160,Salad,5,366.18
I03950,O01883,Salad,2,333.45
I03951,O00159,Biryani,2,459.68
I03952,O01585,Biryani,4,399.62
I03953,O03986,Biryani,5,334.41
I03954,O02940,Fries,2,492.69
I03955,O02880,Salad,2,97.98
I03956,O00073,Pasta,2,186.98
I03957,O04495,Pasta,5,304.0
I03958,O03390,Ice Cream,5,462.06
I03959,O04303,Fries,5,206.52
I03960,O03104,Pizza,3,275.91
I03961,O01492,Pizza,3,432.95
I03962,O03717,Pizza,4,215.26
I03963,O04420,Pizza,4,318.39
I03964,O03604,Burger,1,272.27
I03965,O00049,Pizza,4,391.17
I03966,O02374,Salad,4,120.12
I03967,O03095,Pizza,5,232.22
I03968,O04692,Coke,4,98.3
I03969,O03763,Biryani,4,155.04
I03970,O04887,Pasta,2,315.42
I03971,O04852,Coke,1,114.1
I03972,O02847,Coke,5,256.71
I03973,O02583,Salad,3,449.73
I03974,O01732,Salad,3,398.45
I03975,O02360,Pasta,1,226.91
I03976,O04797,Pizza,5,408.78
I03977,O02666,Burger,4,178.94
I03978,O02472,Coke,2,258.2
I03979,O04229,Pizza,5,282.6
I03980,O01127,Biryani,1,427.77
I03981,O02931,Biryani,1,286.91
I03982,O03895,Burger,2,62.63
I03983,O00443,Biryani,3,223.22
I03984,O03271,Fries,4,231.61
I03985,O01724,Pizza,5,79.25
I03986,O02415,Burger,5,455.96
I03987,O04029,Burger,5,161.99
I03988,O02148,Fries,5,265.32
I03989,O04093,Coke,4,329.34
I03990,O01082,Burger,5,252.71
I03991,O04293,Burger,1,156.29
I03992,O00205,Salad,2,339.1
I03993,O02257,Burger,3,138.46
I03994,O01139,Pizza,2,239.71
I03995,O00420,Pasta,3,362.01
I03996,O04514,Pizza,3,458.34
I03997,O01664,Burger,4,120.49
I03998,O02164,Burger,4,462.94
I03999,O03221,Fries,3,442.24
I04000,O02136,Burger,1,354.65
I04001,O03720,Ice Cream,4,154.79
I04002,O04004,Burger,2,179.54
I04003,O01030,Pasta,3,212.4
I04004,O00748,Ice Cream,5,94.5
I04005,O02968,Pasta,5,455.04
I04006,O04027,Coke,5,434.31
I04007,O01068,Biryani,5,215.36
I04008,O01258,Biryani,1,273.35
I04009,O04095,Salad,1,102.8
I04010,O04210,Burger,2,353.3
I04011,O01047,Salad,5,346.62
I04012,O01919,Fries,1,252.84
I04013,O03194,Burger,4,384.71
I04014,O02268,Pasta,4,53.27
I04015,O01180,Salad,2,87.96
I04016,O03002,Ice Cream,4,127.34
I04017,O01434,Salad,3,391.49
I04018,O04218,Fries,2,150.68
I04019,O01063,Pizza,3,181.61
I04020,O03923,Ice Cream,3,457.94
I04021,O04195,Ice Cream,1,152.19
I04022,O02868,Burger,4,231.28
I04023,O02581,Burger,1,386.57
I04024,O00969,Salad,4,168.52
I04025,O03099,Coke,5,169.22
I04026,O01253,Ice Cream,3,66.64
I04027,O04313,Biryani,1,479.31
I04028,O02214,Pizza,5,265.7
I04029,O01393,Burger,1,235.73
I04030,O03330,Coke,1,238.78
I04031,O01046,Fries,2,173.63
I04032,O02364,Fries,5,350.97
I04033,O01677,Ice Cream,1,420.17
I04034,O03078,Salad,5,92.72
I04035,O01016,Fries,2,494.4
I04036,O01325,Fries,3,398.13
I04037,O00152,Pizza,1,248.12
I04038,O04951,Salad,2,496.89
I04039,O04237,Ice Cream,1,396.73
I04040,O04743,Burger,1,171.52
I04041,O04807,Coke,5,102.66
I04042,O02186,Pizza,4,291.94
I04043,O04962,Coke,5,219.51
I04044,O02160,Pizza,5,141.51
I04045,O01354,Salad,1,207.59
I04046,O01198,Ice Cream,1,82.7
I04047,O03775,Pizza,1,441.56
I04048,O02561,Pizza,3,181.72
I04049,O00944,Burger,3,109.45
I04050,O03218,Pizza,3,86.89
I04051,O00454,Pasta,2,73.19
I04052,O04813,Coke,3,128.37
I04053,O00874,Burger,4,194.31
I04054,O03749,Ice Cream,4,125.73
I04055,O03640,Biryani,5,492.04
I04056,O03706,Coke,4,254.13
I04057,O03961,Burger,2,50.18
I04058,O04379,Burger,4,199.28
I04059,O04140,Fries,4,191.15
I04060,O00613,Fries,3,386.51
I04061,O00681,Coke,1,124.56
I04062,O02987,Salad,3,252.1
I04063,O02826,Salad,2,264.01
I04064,O02747,Burger,1,88.81
I04065,O04406,Burger,5,57.32
I04066,O04188,Burger,3,258.32
I04067,O04035,Burger,1,346.72
I04068,O00480,Salad,2,298.68
I04069,O00232,Salad,4,472.06
I04070,O01506,Coke,3,278.58
I04071,O04261,Burger,3,107.05
I04072,O03501,Biryani,3,71.02
I04073,O04395,Ice Cream,2,353.32
I04074,O03191,Salad,1,433.65
I04075,O04211,Biryani,4,356.66
I04076,O03103,Pasta,5,340.61
I04077,O04717,Pizza,3,412.54
I04078,O04364,Burger,2,286.99
I04079,O04864,Salad,2,345.91
I04080,O03697,Pasta,5,60.64
I04081,O02047,Coke,4,403.71
I04082,O04272,Ice Cream,3,149.0
I04083,O01308,Pizza,2,385.66
I04084,O01428,Fries,4,135.24
I04085,O00505,Pizza,2,172.65
I04086,O03692,Pasta,3,231.94
I04087,O00443,Pasta,4,68.73
I04088,O03300,Ice Cream,1,216.31
I04089,O00160,Salad,4,144.97
I04090,O03542,Salad,1,293.47
I04091,O00945,Ice Cream,1,151.26
I04092,O04863,Burger,4,272.29
I04093,O04198,Biryani,2,419.04
I04094,O01764,Pasta,3,415.72
I04095,O03627,Pasta,1,134.42
I04096,O00583,Burger,3,140.08
I04097,O02624,Pasta,3,337.54
I04098,O03452,Ice Cream,5,385.3
I04099,O02163,Salad,2,62.32
I04100,O01636,Biryani,3,431.73
I04101,O00579,Pizza,1,169.29
I04102,O01543,Biryani,1,466.94
I04103,O01981,Burger,3,283.04
I04104,O02739,Salad,3,127.55
I04105,O01006,Biryani,3,160.83
I04106,O03883,Fries,1,365.17
I04107,O04475,Coke,1,428.32
I04108,O02476,Biryani,1,477.83
I04109,O02644,Ice Cream,1,326.08
I04110,O00958,Salad,2,327.08
I04111,O02928,Pasta,2,125.0
I04112,O03869,Biryani,3,157.17
I04113,O03842,Salad,3,462.65
I04114,O02542,Biryani,2,123.38
I04115,O03759,Fries,3,394.41
I04116,O00129,Pasta,5,233.89
I04117,O04897,Biryani,4,60.95
I04118,O02614,Pasta,2,374.73
I04119,O00111,Salad,2,225.38
I04120,O02436,Pizza,1,365.9
I04121,O01431,Pasta,2,146.56
I04122,O03487,Pasta,4,412.16
I04123,O04336,Biryani,1,458.77
